MAPA	CVE_ENT	NOM_ENT	NOM_ABR	CVE_MUN	NOM_MUN	CVE_LOC	NOM_LOC	AMBITO	LATITUD	LONGITUD	LAT_DECIMAL	LON_DECIMAL	ALTITUD	CVE_CARTA	POB_TOTAL	POB_MASCULINA	POB_FEMENINA	TOTAL DE VIVIENDAS HABITADAS
"010010481"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0481"	"Viñedos Cuauhtémoc (Churubusco)"	"R"	"21°44´58.789"N"	"102°16´45.140"W"	"21.74966300"	"-102.27920500"	"1880"	"F13D29"	"-"	"-"	"-"	"-"
"010010492"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0492"	"Viñedos Santa Mónica"	"R"	"21°49´46.193"N"	"102°18´38.812"W"	"21.82949700"	"-102.31078100"	"1868"	"F13D19"	"21"	"10"	"11"	"3"
"010010497"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0497"	"Las Ánimas"	"R"	"21°47´48.372"N"	"102°13´37.527"W"	"21.79677000"	"-102.22709000"	"1963"	"F13D19"	"4"	"*"	"*"	"1"
"010010506"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0506"	"La Ademe"	"R"	"21°47´16.022"N"	"102°24´12.730"W"	"21.78778400"	"-102.40353600"	"1921"	"F13D18"	"0"	"0"	"0"	"0"
"010010509"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0509"	"La Ahuja (Aguja)"	"R"	"21°48´56.843"N"	"102°10´01.256"W"	"21.81579000"	"-102.16701500"	"2000"	"F13D19"	"33"	"15"	"18"	"5"
"010010513"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0513"	"Arroyo Hondo"	"R"	"21°50´32.009"N"	"102°12´44.261"W"	"21.84222400"	"-102.21229500"	"1962"	"F13D19"	"28"	"13"	"15"	"7"
"010010514"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0514"	"Asturias"	"R"	"21°51´32.273"N"	"102°13´20.379"W"	"21.85896500"	"-102.22232700"	"2007"	"F13D19"	"65"	"37"	"28"	"19"
"010010519"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0519"	"Barandales de San José"	"R"	"21°50´39.642"N"	"102°19´20.171"W"	"21.84434500"	"-102.32226900"	"1851"	"F13D19"	"169"	"80"	"89"	"42"
"010010526"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0526"	"El Cardón"	"R"	"21°46´38.260"N"	"102°12´14.082"W"	"21.77729400"	"-102.20391200"	"1985"	"F13D19"	"66"	"28"	"38"	"14"
"010010531"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0531"	"El Centavito 2"	"R"	"21°50´42.336"N"	"102°19´56.903"W"	"21.84509300"	"-102.33247200"	"1840"	"F13D19"	"6"	"*"	"*"	"1"
"010010540"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0540"	"Chomite"	"R"	"21°56´20.969"N"	"102°14´58.971"W"	"21.93915800"	"-102.24971400"	"1956"	"F13D19"	"6"	"*"	"*"	"1"
"010010541"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0541"	"Ciudad de los Niños"	"R"	"21°50´01.226"N"	"102°22´09.328"W"	"21.83367400"	"-102.36925700"	"1847"	"F13D18"	"172"	"91"	"81"	"8"
"010010543"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0543"	"San José del Monte (Las Petacas)"	"R"	"21°47´28.296"N"	"102°20´17.648"W"	"21.79119300"	"-102.33823500"	"1843"	"F13D18"	"1"	"*"	"*"	"1"
"010010547"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0547"	"La Congoja"	"R"	"21°45´22.036"N"	"102°09´33.145"W"	"21.75612100"	"-102.15920700"	"1982"	"F13D19"	"6"	"*"	"*"	"2"
"010010548"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0548"	"El Hotelito"	"R"	"21°52´04.462"N"	"102°11´09.492"W"	"21.86790500"	"-102.18597000"	"2030"	"F13D19"	"85"	"45"	"40"	"20"
"010010555"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0555"	"Cuernavaca"	"R"	"21°49´09.022"N"	"102°18´47.212"W"	"21.81917200"	"-102.31311400"	"1891"	"F13D19"	"23"	"11"	"12"	"4"
"010010558"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0558"	"La Cueva de los Pericos (Caitaime)"	"R"	"21°49´11.892"N"	"102°20´46.802"W"	"21.81996900"	"-102.34633400"	"1842"	"F13D18"	"2"	"*"	"*"	"1"
"010010569"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0569"	"Los Pargas [Rancho]"	"R"	"21°48´42.364"N"	"102°15´18.928"W"	"21.81176800"	"-102.25525800"	"1909"	"F13D19"	"71"	"40"	"31"	"17"
"010010572"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0572"	"La Esperanza"	"R"	"21°40´42.260"N"	"102°20´33.560"W"	"21.67840500"	"-102.34265500"	"1844"	"F13D28"	"9"	"5"	"4"	"4"
"010010575"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0575"	"Ex-Hacienda de Agostaderito"	"R"	"21°46´03.300"N"	"102°21´41.710"W"	"21.76758300"	"-102.36158600"	"1818"	"F13D18"	"18"	"10"	"8"	"4"
"010010576"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0576"	"Ex-Hacienda de Montoro"	"R"	"21°46´38.569"N"	"102°17´39.918"W"	"21.77738000"	"-102.29442100"	"1853"	"F13D19"	"0"	"0"	"0"	"0"
"010010582"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0582"	"El Fresno (Las Norias de San Bartolo)"	"R"	"21°44´45.883"N"	"102°09´07.946"W"	"21.74607800"	"-102.15220700"	"1970"	"F13D29"	"7"	"*"	"*"	"1"
"010010583"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0583"	"El Gavilán"	"R"	"21°54´16.719"N"	"102°19´39.019"W"	"21.90464400"	"-102.32750500"	"1855"	"F13D19"	"14"	"*"	"*"	"2"
"010010584"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0584"	"El Gigante (Arellano)"	"R"	"21°47´13.418"N"	"102°18´07.070"W"	"21.78706000"	"-102.30196400"	"1866"	"F13D19"	"370"	"178"	"192"	"79"
"010010587"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0587"	"Granja de Jesús"	"R"	"21°54´04.157"N"	"102°19´18.526"W"	"21.90115500"	"-102.32181200"	"1850"	"F13D19"	"8"	"*"	"*"	"1"
"010010590"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0590"	"Rancho Galván"	"R"	"21°54´16.170"N"	"102°21´44.213"W"	"21.90449200"	"-102.36228100"	"1880"	"F13D18"	"4"	"*"	"*"	"1"
"010010593"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0593"	"Interpec San Marcos"	"R"	"21°45´41.718"N"	"102°16´49.802"W"	"21.76158800"	"-102.28050000"	"1880"	"F13D19"	"12"	"5"	"7"	"4"
"010010597"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0597"	"El Guarda"	"R"	"21°47´58.704"N"	"102°12´32.088"W"	"21.79964000"	"-102.20891300"	"1990"	"F13D19"	"290"	"146"	"144"	"67"
"010010602"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0602"	"San Felipe [Rancho]"	"R"	"21°49´54.686"N"	"102°19´54.727"W"	"21.83185700"	"-102.33186800"	"1850"	"F13D19"	"4"	"*"	"*"	"1"
"010010605"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0605"	"El Jagüey"	"R"	"21°50´55.385"N"	"102°11´51.672"W"	"21.84871800"	"-102.19768600"	"2007"	"F13D19"	"107"	"54"	"53"	"26"
"010010607"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0607"	"La Josefina"	"R"	"21°50´54.027"N"	"102°22´23.813"W"	"21.84834100"	"-102.37328100"	"1883"	"F13D18"	"5"	"*"	"*"	"1"
"010010609"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0609"	"Laguna Verde"	"R"	"21°45´51.767"N"	"102°09´54.038"W"	"21.76438000"	"-102.16501100"	"1995"	"F13D19"	"4"	"*"	"*"	"2"
"010010610"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0610"	"Lagunas Cuatas"	"R"	"21°47´32.251"N"	"102°13´14.246"W"	"21.79229200"	"-102.22062300"	"1998"	"F13D19"	"2"	"*"	"*"	"1"
"010010611"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0611"	"El Bramadero"	"R"	"21°53´40.207"N"	"102°20´11.954"W"	"21.89450200"	"-102.33665400"	"1860"	"F13D18"	"-"	"-"	"-"	"-"
"010010614"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0614"	"El Latifundio"	"R"	"21°48´00.000"N"	"102°17´27.000"W"	"21.80000000"	"-102.29083300"	"1875"	"F13D19"	"-"	"-"	"-"	"-"
"010010617"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0617"	"Loma Blanca"	"R"	"21°50´09.171"N"	"102°13´25.087"W"	"21.83588100"	"-102.22363500"	"1973"	"F13D19"	"25"	"14"	"11"	"6"
"010010620"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0620"	"El Lucero de la Cruz"	"R"	"21°49´40.282"N"	"102°22´20.867"W"	"21.82785500"	"-102.37246200"	"1842"	"F13D18"	"209"	"113"	"96"	"46"
"010010621"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0621"	"El Lucero"	"R"	"21°45´38.188"N"	"102°08´49.797"W"	"21.76060800"	"-102.14716600"	"1984"	"F13D19"	"1"	"*"	"*"	"1"
"010010631"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0631"	"Marisol"	"R"	"21°45´36.197"N"	"102°16´45.270"W"	"21.76005500"	"-102.27924100"	"1880"	"F13D19"	"0"	"0"	"0"	"0"
"010010632"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0632"	"La Media Luna"	"R"	"21°49´01.196"N"	"102°16´09.449"W"	"21.81699800"	"-102.26929100"	"1896"	"F13D19"	"20"	"12"	"8"	"4"
"010010636"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0636"	"Rancho Legendario"	"R"	"21°47´45.157"N"	"102°26´17.710"W"	"21.79587700"	"-102.43825200"	"1942"	"F13D18"	"0"	"0"	"0"	"0"
"010010637"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0637"	"El Mirador"	"R"	"21°46´05.587"N"	"102°09´35.985"W"	"21.76821800"	"-102.15999600"	"1998"	"F13D19"	"15"	"*"	"*"	"2"
"010010638"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0638"	"El Mirasol"	"R"	"21°45´37.520"N"	"102°06´24.527"W"	"21.76042200"	"-102.10681300"	"1973"	"F13D19"	"27"	"9"	"18"	"5"
"010010639"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0639"	"El Mitote"	"R"	"21°44´05.964"N"	"102°10´31.580"W"	"21.73499000"	"-102.17543800"	"1970"	"F13D29"	"0"	"0"	"0"	"0"
"010010640"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0640"	"El Mojón"	"R"	"21°45´43.287"N"	"102°09´46.280"W"	"21.76202400"	"-102.16285600"	"1991"	"F13D19"	"-"	"-"	"-"	"-"
"010010647"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0647"	"La Noria (San Nicolás de Arriba)"	"R"	"21°56´59.815"N"	"102°13´40.995"W"	"21.94994800"	"-102.22805400"	"1977"	"F13D19"	"-"	"-"	"-"	"-"
"010010648"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0648"	"Norias de Cedazo (Cedazo Norias de Montoro)"	"R"	"21°46´19.352"N"	"102°18´43.275"W"	"21.77204200"	"-102.31202100"	"1853"	"F13D19"	"265"	"152"	"113"	"60"
"010010651"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0651"	"Ojo de Agua de Palmitas"	"R"	"21°51´38.283"N"	"102°13´41.060"W"	"21.86063400"	"-102.22807200"	"2000"	"F13D19"	"172"	"87"	"85"	"43"
"010010652"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0652"	"Playas de Guadalupe"	"R"	"21°52´58.651"N"	"102°21´01.305"W"	"21.88295800"	"-102.35036300"	"1860"	"F13D18"	"185"	"97"	"88"	"44"
"010010656"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0656"	"Paso Hondo"	"R"	"21°50´01.606"N"	"102°13´07.126"W"	"21.83377900"	"-102.21864500"	"1960"	"F13D19"	"0"	"0"	"0"	"0"
"010010657"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0657"	"La Perla"	"R"	"21°54´03.785"N"	"102°20´07.710"W"	"21.90105100"	"-102.33547500"	"1863"	"F13D18"	"7"	"*"	"*"	"2"
"010010658"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0658"	"La Petaquilla (El Milagro)"	"R"	"21°45´47.085"N"	"102°09´22.632"W"	"21.76307900"	"-102.15628700"	"1991"	"F13D19"	"6"	"*"	"*"	"1"
"010010659"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0659"	"Lomas del Picacho"	"R"	"21°53´13.234"N"	"102°23´42.509"W"	"21.88700900"	"-102.39514100"	"1940"	"F13D18"	"387"	"184"	"203"	"108"
"010010665"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0665"	"El Potrerito"	"R"	"21°46´35.161"N"	"102°16´50.729"W"	"21.77643300"	"-102.28075700"	"1869"	"F13D19"	"6"	"*"	"*"	"1"
"010010667"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0667"	"El Potrero Nuevo"	"R"	"21°44´55.444"N"	"102°10´21.203"W"	"21.74873400"	"-102.17255600"	"1982"	"F13D29"	"21"	"9"	"12"	"6"
"010010668"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0668"	"San José Pozo Bravo Hormiguero"	"R"	"21°56´05.935"N"	"102°16´32.168"W"	"21.93498200"	"-102.27560200"	"1934"	"F13D19"	"1"	"*"	"*"	"1"
"010010682"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0682"	"Las Mercedes [Rancho]"	"R"	"21°49´41.722"N"	"102°13´37.512"W"	"21.82825500"	"-102.22708600"	"1952"	"F13D19"	"20"	"10"	"10"	"4"
"010010694"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0694"	"El Rubio"	"R"	"21°41´13.303"N"	"102°24´15.320"W"	"21.68702800"	"-102.40425600"	"1873"	"F13D28"	"5"	"*"	"*"	"2"
"010010698"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0698"	"Sal si Puedes"	"R"	"21°47´39.825"N"	"102°13´24.878"W"	"21.79439600"	"-102.22357700"	"1995"	"F13D19"	"38"	"19"	"19"	"12"
"010010701"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0701"	"San Antonio Primero de los Pedroza [Congregación]"	"R"	"21°57´19.315"N"	"102°10´24.087"W"	"21.95536500"	"-102.17335700"	"2010"	"F13D19"	"102"	"51"	"51"	"25"
"010010703"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0703"	"San Bartolo"	"R"	"21°44´22.745"N"	"102°11´05.995"W"	"21.73965100"	"-102.18499800"	"1966"	"F13D29"	"0"	"0"	"0"	"0"
"010010707"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0707"	"San Gerardo [Condominio]"	"R"	"21°48´22.354"N"	"102°17´43.790"W"	"21.80620900"	"-102.29549700"	"1871"	"F13D19"	"-"	"-"	"-"	"-"
"010010716"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0716"	"San Miguelito de Abajo"	"R"	"21°46´41.403"N"	"102°13´33.874"W"	"21.77816700"	"-102.22607500"	"1962"	"F13D19"	"0"	"0"	"0"	"0"
"010010720"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0720"	"San Nicolás de Arriba"	"R"	"21°57´40.812"N"	"102°12´48.198"W"	"21.96133700"	"-102.21338800"	"1997"	"F13D19"	"95"	"46"	"49"	"22"
"010010726"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0726"	"Santa Clara"	"R"	"21°51´36.022"N"	"102°13´52.334"W"	"21.86000600"	"-102.23120300"	"1990"	"F13D19"	"3"	"*"	"*"	"1"
"010010732"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0732"	"Santa Teresa [Granja]"	"R"	"21°52´29.637"N"	"102°19´30.809"W"	"21.87489900"	"-102.32522400"	"1852"	"F13D19"	"14"	"9"	"5"	"4"
"010010735"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0735"	"El Socorro"	"R"	"21°52´50.850"N"	"102°10´15.407"W"	"21.88079100"	"-102.17094600"	"2037"	"F13D19"	"42"	"25"	"17"	"13"
"010010737"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0737"	"El Tacón"	"R"	"21°46´23.637"N"	"102°09´47.932"W"	"21.77323200"	"-102.16331400"	"2009"	"F13D19"	"6"	"*"	"*"	"1"
"010010742"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0742"	"Tanque de Guadalupe"	"R"	"21°47´28.000"N"	"102°14´14.000"W"	"21.79111100"	"-102.23722200"	"1992"	"F13D19"	"5"	"*"	"*"	"1"
"010010747"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0747"	"El Tepetate"	"R"	"21°45´50.883"N"	"102°12´26.121"W"	"21.76413400"	"-102.20725600"	"1972"	"F13D19"	"2"	"*"	"*"	"1"
"010010751"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0751"	"La Trinidad"	"R"	"21°52´52.000"N"	"102°20´37.000"W"	"21.88111000"	"-102.34361100"	"1861"	"F13D18"	"-"	"-"	"-"	"-"
"010010753"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0753"	"El Tropezón"	"R"	"21°43´45.153"N"	"102°10´16.750"W"	"21.72920900"	"-102.17131900"	"1978"	"F13D29"	"11"	"6"	"5"	"3"
"010010755"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0755"	"Asociación Local Ganadera de Aguascalientes (Cerro del Niágara)"	"R"	"21°48´11.964"N"	"102°23´30.763"W"	"21.80332300"	"-102.39187800"	"1876"	"F13D18"	"0"	"0"	"0"	"0"
"010010759"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0759"	"Esperanza [Rancho]"	"R"	"21°46´25.045"N"	"102°15´45.299"W"	"21.77362300"	"-102.26258300"	"1900"	"F13D19"	"10"	"6"	"4"	"3"
"010010764"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0764"	"San Francisco del Arenal"	"R"	"21°49´13.731"N"	"102°17´14.179"W"	"21.82048000"	"-102.28727200"	"1877"	"F13D19"	"-"	"-"	"-"	"-"
"010010768"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0768"	"Vista Alegre I (Bella Vista)"	"R"	"21°42´41.646"N"	"102°09´10.019"W"	"21.71156800"	"-102.15278300"	"2000"	"F13D29"	"10"	"5"	"5"	"4"
"010010769"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0769"	"Vista Alegre II"	"R"	"21°47´21.448"N"	"102°16´54.348"W"	"21.78929100"	"-102.28176300"	"1883"	"F13D19"	"19"	"7"	"12"	"5"
"010010770"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0770"	"Vista Alegre"	"R"	"21°47´16.217"N"	"102°16´32.652"W"	"21.78783800"	"-102.27573600"	"1887"	"F13D19"	"-"	"-"	"-"	"-"
"010010772"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0772"	"San Pascual [Rancho]"	"R"	"21°50´12.103"N"	"102°19´38.811"W"	"21.83669500"	"-102.32744700"	"1850"	"F13D19"	"18"	"8"	"10"	"3"
"010010782"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0782"	"Granja Puente"	"R"	"21°54´15.978"N"	"102°19´18.130"W"	"21.90443800"	"-102.32170200"	"1851"	"F13D19"	"23"	"12"	"11"	"4"
"010010784"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0784"	"Granja Elsa"	"R"	"21°47´08.036"N"	"102°16´11.628"W"	"21.78556500"	"-102.26989600"	"1900"	"F13D19"	"20"	"11"	"9"	"5"
"010010789"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0789"	"Las Víboras"	"R"	"21°52´41.785"N"	"102°23´32.083"W"	"21.87827300"	"-102.39224500"	"1938"	"F13D18"	"7"	"*"	"*"	"1"
"010010790"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0790"	"Casas Blancas"	"R"	"21°53´11.615"N"	"102°23´02.304"W"	"21.88655900"	"-102.38397300"	"1920"	"F13D18"	"7"	"*"	"*"	"2"
"010010792"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0792"	"El Chiflido"	"R"	"21°56´37.648"N"	"102°14´12.730"W"	"21.94379100"	"-102.23686900"	"1970"	"F13D19"	"61"	"30"	"31"	"20"
"010010793"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0793"	"Los Hernández"	"R"	"21°47´16.175"N"	"102°07´14.855"W"	"21.78782600"	"-102.12079200"	"1998"	"F13D19"	"81"	"32"	"49"	"19"
"010010795"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0795"	"El Ranchito (El Mocho)"	"R"	"21°46´45.466"N"	"102°06´04.179"W"	"21.77929500"	"-102.10116100"	"1991"	"F13D19"	"9"	"5"	"4"	"3"
"010010815"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0815"	"Los Barroso"	"R"	"21°49´59.741"N"	"102°19´41.319"W"	"21.83326100"	"-102.32814400"	"1851"	"F13D19"	"71"	"36"	"35"	"16"
"010010816"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0816"	"San José de Buenavista"	"R"	"21°49´00.973"N"	"102°20´59.493"W"	"21.81693600"	"-102.34985900"	"1847"	"F13D18"	"17"	"9"	"8"	"5"
"010010862"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0862"	"Cieneguilla (La Hacienda)"	"R"	"21°42´59.144"N"	"102°26´52.199"W"	"21.71642900"	"-102.44783300"	"1794"	"F13D28"	"21"	"8"	"13"	"4"
"010010863"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0863"	"Cotorina (Coyotes)"	"R"	"21°45´09.794"N"	"102°16´09.838"W"	"21.75272100"	"-102.26939900"	"1889"	"F13D19"	"1533"	"755"	"778"	"330"
"010010864"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0864"	"La Cotorra"	"R"	"21°49´57.108"N"	"102°22´33.841"W"	"21.83252900"	"-102.37606600"	"1862"	"F13D18"	"0"	"0"	"0"	"0"
"010010865"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0865"	"La Coyotera"	"R"	"22°00´16.851"N"	"102°07´11.131"W"	"22.00468100"	"-102.11975800"	"1970"	"F13B89"	"1"	"*"	"*"	"1"
"010010866"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0866"	"Montoro (Mesa del Salto)"	"R"	"21°45´23.336"N"	"102°18´07.673"W"	"21.75648200"	"-102.30213100"	"1851"	"F13D19"	"1776"	"877"	"899"	"390"
"010010867"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0867"	"La Noria (Puerta del Río)"	"R"	"21°42´49.798"N"	"102°26´30.853"W"	"21.71383300"	"-102.44190300"	"1774"	"F13D28"	"-"	"-"	"-"	"-"
"010010870"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0870"	"Puerto de Nieto [Rancho]"	"R"	"21°48´13.511"N"	"102°28´01.208"W"	"21.80375300"	"-102.46700200"	"1941"	"F13D18"	"10"	"*"	"*"	"2"
"010010874"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0874"	"Las Tinajas"	"R"	"21°59´31.161"N"	"102°05´53.319"W"	"21.99198900"	"-102.09814400"	"2041"	"F13D19"	"2"	"*"	"*"	"1"
"010010876"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0876"	"Acapulco"	"R"	"21°46´00.179"N"	"102°16´54.338"W"	"21.76671600"	"-102.28176000"	"1881"	"F13D19"	"19"	"10"	"9"	"4"
"010010879"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0879"	"Las Aguilillas"	"R"	"21°46´10.673"N"	"102°06´46.362"W"	"21.76963100"	"-102.11287800"	"1987"	"F13D19"	"-"	"-"	"-"	"-"
"010010880"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0880"	"Las Aguilillas"	"R"	"21°49´40.910"N"	"102°22´24.831"W"	"21.82803000"	"-102.37356400"	"1845"	"F13D18"	"16"	"9"	"7"	"3"
"010010882"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0882"	"Los Amarraderos"	"R"	"21°51´31.978"N"	"102°13´13.527"W"	"21.85888300"	"-102.22042400"	"2015"	"F13D19"	"37"	"20"	"17"	"11"
"010010885"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0885"	"Interpec San Marcos"	"R"	"21°56´24.654"N"	"102°17´10.590"W"	"21.94018100"	"-102.28627500"	"1910"	"F13D19"	"10"	"*"	"*"	"2"
"010010886"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0886"	"El Bambú"	"R"	"21°50´09.175"N"	"102°13´50.536"W"	"21.83588200"	"-102.23070400"	"1963"	"F13D19"	"12"	"4"	"8"	"4"
"010010887"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0887"	"El Becerro"	"R"	"21°59´15.179"N"	"102°11´00.532"W"	"21.98754900"	"-102.18348100"	"1952"	"F13D19"	"113"	"58"	"55"	"25"
"010010888"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0888"	"El Becerro (Lucio Gutiérrez)"	"R"	"21°59´26.394"N"	"102°10´46.299"W"	"21.99066500"	"-102.17952700"	"1943"	"F13D19"	"2"	"*"	"*"	"1"
"010010889"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0889"	"Bella Vista (El Coronel)"	"R"	"21°47´23.735"N"	"102°05´44.203"W"	"21.78992600"	"-102.09561200"	"1996"	"F13D19"	"8"	"*"	"*"	"2"
"010010890"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"0890"	"La Biznaga"	"R"	"22°00´28.134"N"	"102°07´44.614"W"	"22.00781500"	"-102.12905900"	"1958"	"F13B89"	"0"	"0"	"0"	"0"
